STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,EDUCATION,Education level,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Lower secondary education,2021,,3025,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,3,Upper secondary education,2021,,8374,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2021,,5202,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,9,Level not stated,2021,,23,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All education levels,2021,,3404,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,0,Early childhood education,2021,,213,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,1,Primary education,2021,,267,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2,Lower secondary education,2021,,1075,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Upper secondary education,2021,,1318,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TO,Tonga,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2021,,526,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,All education levels,2017,,1789,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,0,Early childhood education,2017,,136,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,1,Primary education,2017,,6,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Lower secondary education,2017,,658,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,3,Upper secondary education,2017,,248,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,4,Post-secondary non-tertiary education,2017,,119,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2017,,174,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,9,Level not stated,2017,,448,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All education levels,2017,,419,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,0,Early childhood education,2017,,58,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2,Lower secondary education,2017,,162,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Upper secondary education,2017,,18,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,4,Post-secondary non-tertiary education,2017,,16,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2017,,35,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,9,Level not stated,2017,,128,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,All education levels,2017,,1657,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,0,Early childhood education,2017,,112,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,1,Primary education,2017,,7,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Lower secondary education,2017,,527,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,3,Upper secondary education,2017,,271,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,4,Post-secondary non-tertiary education,2017,,33,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2017,,224,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,9,Level not stated,2017,,483,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All education levels,2017,,494,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,0,Early childhood education,2017,,63,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,1,Primary education,2017,,9,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2,Lower secondary education,2017,,197,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Upper secondary education,2017,,24,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,4,Post-secondary non-tertiary education,2017,,7,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2017,,25,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,TV,Tuvalu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,9,Level not stated,2017,,169,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,All education levels,2020,,49229,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,0,Early childhood education,2020,,6028,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,1,Primary education,2020,,19714,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Lower secondary education,2020,,12489,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,3,Upper secondary education,2020,,7651,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2020,,3218,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,9,Level not stated,2020,,128,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All education levels,2020,,7719,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,0,Early childhood education,2020,,1277,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,1,Primary education,2020,,3780,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2,Lower secondary education,2020,,1593,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Upper secondary education,2020,,537,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2020,,506,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,9,Level not stated,2020,,25,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,All education levels,2020,,51183,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,0,Early childhood education,2020,,6881,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,1,Primary education,2020,,20090,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2,Lower secondary education,2020,,14054,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,3,Upper secondary education,2020,,7672,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2020,,2402,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,9,Level not stated,2020,,84,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All education levels,2020,,7861,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,0,Early childhood education,2020,,1837,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,1,Primary education,2020,,4063,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2,Lower secondary education,2020,,1376,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Upper secondary education,2020,,318,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2020,,250,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,VU,Vanuatu,POPCNT,Population,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,9,Level not stated,2020,,17,,N,units,,,,,,,,,,
